Experiment Type,Preconditioning/RateofConv,Derivative,Perturbation,Execution Time,Iterations,F(x),Norm Gradient(x),Experimental Order of Convergence,Converged
fixed,yes,adaptive_forward,0.01,10.379634380340576,26,102.69714318650674,3.8573752376507275e-06,1.0000388724254772,True
fixed,yes,adaptive_forward,0.0001,8.454388856887817,21,0.20508213235649186,6.687227894908583e-07,0.2916635994537157,True
fixed,yes,adaptive_forward,1e-06,9.33822226524353,24,2.2559944821380342e-05,1.0721319672460005e-06,3.791195910794662,True
fixed,yes,adaptive_forward,1e-08,20.098511219024658,51,837.1347882588125,73.37178256887191,nan,False
fixed,yes,adaptive_forward,1e-10,20.17551612854004,48,991.0611405170489,41.041182124071824,nan,False
fixed,yes,adaptive_forward,1e-12,20.13801598548889,43,1004.0927549354992,37.36227852190645,nan,False
fixed,yes,adaptive_backward,0.01,20.193042993545532,52,43.19698979572597,175.2746972170411,nan,False
fixed,yes,adaptive_backward,0.0001,20.227328777313232,52,0.0709468683747167,1.8248218760830635,nan,False
fixed,yes,adaptive_backward,1e-06,20.32136058807373,53,2.2420698860325315e-05,0.004967338351338893,nan,False
fixed,yes,adaptive_backward,1e-08,20.00610089302063,51,1047.5797230583253,248.30338651290748,nan,False
fixed,yes,adaptive_backward,1e-10,20.23149609565735,44,891.1904872151383,55.30582199198249,nan,False
fixed,yes,adaptive_backward,1e-12,20.549690008163452,44,3357.339531029672,1427.8108463382546,nan,False
fixed,yes,adaptive_central,0.01,9.309984683990479,20,0.09611936056371774,5.058878850922371e-06,-0.24950549712990197,True
fixed,yes,adaptive_central,0.0001,9.717396020889282,21,1.0000560258700093e-09,4.527654983236035e-09,0.7703035614190465,True
fixed,yes,adaptive_central,1e-06,10.61329984664917,23,1.0502211491416613e-17,2.0615384204278433e-09,2.237441787302346,True
fixed,yes,adaptive_central,1e-08,20.208338260650635,42,1025.8813926695689,19.881182679098345,nan,False
fixed,yes,adaptive_central,1e-10,20.08454656600952,44,4927.730198222341,2052.8884078710685,nan,False
fixed,yes,adaptive_central,1e-12,20.196165800094604,43,1063.8949366168117,478.0146482637472,nan,False
fixed,yes,exact,nan,2.3383004665374756,21,9.359939107848684e-19,5.001332884971813e-09,0.7747551335629902,True
fixed,yes,forward,0.01,9.879181146621704,25,102.69714701695248,5.407065547257706e-06,1.0000568548098059,True
fixed,yes,forward,0.0001,8.183435678482056,22,0.20508238157982353,1.284266509521412e-06,0.9398177300219575,True
fixed,yes,forward,1e-06,8.546821117401123,23,2.2558797371417615e-05,1.239198317883154e-09,0.8055222169990195,True
fixed,yes,forward,1e-08,20.43536901473999,50,1018.1202392662408,38.81177901426133,nan,False
fixed,yes,forward,1e-10,20.400638580322266,47,1013.3110053197903,59.72949943107538,nan,False
fixed,yes,forward,1e-12,20.15647268295288,46,1255.1205017280515,399.5982215326831,nan,False
fixed,yes,backward,0.01,20.132409811019897,51,50.0830772311313,194.84432469122711,nan,False
fixed,yes,backward,0.0001,20.13448739051819,45,0.0028127790857511736,1.1983788331870056,nan,False
fixed,yes,backward,1e-06,20.099669694900513,52,2.2002127202410657e-05,0.018177368950043005,nan,False
fixed,yes,backward,1e-08,20.152798891067505,49,1052.8150534257127,178.05176974729636,nan,False
fixed,yes,backward,1e-10,20.025909662246704,50,2053.5771413098832,1078.8138193877828,nan,False
fixed,yes,backward,1e-12,20.271848440170288,48,1024.0983152812169,80.68402209107035,nan,False
fixed,yes,central,0.01,9.59053635597229,21,0.09611717083416826,6.708178112816293e-07,0.4123667173670441,True
fixed,yes,central,0.0001,9.90198826789856,21,1.000062151911169e-09,5.3556590128844735e-09,0.7787490867117314,True
fixed,yes,central,1e-06,10.663771629333496,23,1.559476431091452e-17,4.670243651010117e-08,1.2804889587747412,True
fixed,yes,central,1e-08,20.3374342918396,44,1076.299356249357,19.678767404008802,nan,False
fixed,yes,central,1e-10,20.069610118865967,43,6042.813825298023,2601.4590483159354,nan,False
fixed,yes,central,1e-12,20.054715633392334,41,4357.540527231544,1690.8152288680399,nan,False
fixed,no,adaptive_forward,0.01,8.276932954788208,26,102.69714318651836,3.85739664580689e-06,1.000039841787282,True
fixed,no,adaptive_forward,0.0001,6.574522256851196,21,0.20508215111381428,8.192611002480322e-07,0.3374892321000725,True
fixed,no,adaptive_forward,1e-06,6.950909614562988,24,2.2558801009885953e-05,2.394384970648585e-09,1.448490743562327,True
fixed,no,adaptive_forward,1e-08,20.31274127960205,62,1020.282557915946,27.87225317969618,nan,False
fixed,no,adaptive_forward,1e-10,20.09171462059021,60,1154.2639112941065,355.72466355950894,nan,False
fixed,no,adaptive_forward,1e-12,20.083855628967285,53,1009.5521226416473,38.90805644300787,nan,False
fixed,no,adaptive_backward,0.01,20.13282871246338,66,43.19698986525543,175.27469741830382,nan,False
fixed,no,adaptive_backward,0.0001,20.03235149383545,67,0.07055184444026663,1.95738366001838,nan,False
fixed,no,adaptive_backward,1e-06,20.096665382385254,67,2.1955819944623306e-05,0.0006179191292474021,nan,False
fixed,no,adaptive_backward,1e-08,20.07267141342163,65,1018.1494467117714,23.054532857039696,nan,False
fixed,no,adaptive_backward,1e-10,20.217748641967773,57,1023.7594042484236,55.49473823868591,nan,False
fixed,no,adaptive_backward,1e-12,20.0713050365448,51,1329.9464294589766,569.2080056933809,nan,False
fixed,no,adaptive_central,0.01,7.96780800819397,20,0.09611936056541641,5.05888182224645e-06,-0.24950556946430846,True
fixed,no,adaptive_central,0.0001,8.368453979492188,21,1.0000624950704514e-09,1.2694556877271805e-08,0.7769147893230927,True
